data,label
어쩌면 사실 일지 몰라 내 꿈꿔 왔던 건 누군가 헛된 상상 일 뿐 너 원하겠지 하늘 나 상상 허공 가르며 별빛 따라가네 파란 하늘 날아올라가 하얀 구름 위 수 놓아 너 꿈 잊혀지지 않도록 긴 어둠 속 뚫고 나가서 저 붉은 태양 향 해가자 그 앞 서서 세상 바라봐 바라봐 꿈 꿔 이뤄질 내일 꿈 꿔 상상 했던 모든 것 눈앞 펼쳐질 다시 꿈 꿔 새로운 나날 꿈 꿔 나를 가로막았던 모든 것 떨칠 수 있게 미래 꿈꾸자 아침 잠 깨야 할 때 스피커 나를 깨워 줘 집안일 하는 로봇 내 일정 체크 해 꽉 막힌 도로 따위 아무런 문제 돼 내 타고 있는 이차 생각 가볍거든 나 몸 외모 피부 색 도 상관없어 하룻밤 꿨 던 꿈 해 도 꿈 향 해 달려가 꿈 꿔 이뤄질 내일 꿈 꿔 상상 했던 모든 것 눈앞 펼쳐질 다시 꿈 꿔 이뤄질 내일 꿈 꿔 다가올 날 꿈꾸는 대로 눈앞 펼쳐질 다시 꿈 꿔 이뤄질 내일 꿈 꿔 상상 했던 모든 것 눈앞 펼쳐질 다시 꿈 꿔 새로운 나날 꿈 꿔 나를 가로막았던 모든 것 떨칠 수 있게 미래 꿈꾸자,댄스
I lost my breath When I turned around Misstepped Fell through the ground I thought that I Was in Wonderland But I gave my youth to you like Peter Pan It felt like a Fairytale in the midst of it And I was the one Who stupidly fell for this You should ve come with a warning You re not a prince This isn t a happy story It s just a bag of tricks That you rinse And repeat It won t end With me You ll say Anything To feel like you re some type of king That you rinse And repeat It won t end With me You ll say Anything To feel like you re some type of king Doesn t matter What you do or say Karmas gonna come and get you one day You ll fall in love They ll be your fantasy Then time ll rip em out of your dreams It felt like a Fairytale in the midst of it And I was the one Who stupidly fell for this You should ve come with a warning You re not a prince This isn t a happy story It s just a bag of tricks That you rinse And repeat It won t end With me You ll say Anything To feel like you re some type of king That you rinse And repeat It won t end With me You ll say Anything To feel like you re some type of king,댄스
휘파람 불어 go now 지금 갈 시간 ay ya ya Gotta go Gotta go now 저 빛 너머 blue flame 나를 불러 my new wave Oh na na na What you want What you want Gonna tell me now Take you high yeah 내 ego 를 깨우고 난 Whigo 더 달려 여긴 race I said No hesitate Oh 나를 가로막는 cursed 따윈 Gone 따윈 gone on my way on my way yeah yeah 빠져있던 딜레마 속 섬광 나를 데려가 So ride on my feel 한계 따윈 없지 하면 go 자세 잡아 low 다른 차원 가는 시작 또 불러 난 I bet whi go Whi go whi go Whi go whi go 휘파람 불 저 하늘 날 Whi go whig go Whi go whi go No pain no game 출발 선 위로 다이빙 Feel so right feel so right 경계 선 넘어선 순간 Feel so high feel so high 몸안 느껴진 extreme sign Change yeah 차원 change yeah ah yeah 나를 감싼 공기 flow 가 더 달라 new wave Better watch yourself Better watch yourself 들 탐을내 그럴수록 더 단단해져 계속 해보든지 더 chase yeah Bang bang 올라가 bang bang 달라진 내 face yeah sicko face yeah Better watch yourself Better watch yourself 들 탐을내 그럴수록 더 단단해져 계속 해보든지 더 chase yeah Whi go whi go Whi go whi go 휘파람 불 저 하늘 날 Whi go whi go Whi go whi go No pain no game 출발 선 위로 다이빙 Feel so right feel so right 경계 선 넘어선 순간 Feel so high feel so high 몸안 느껴진 extreme sign Oh 나를 가로막는 cursed 따윈 Gone 따윈 gone on my way on my way yeah yeah 빠져있던 딜레마 속 섬광 나를 데려가 So ride on my feel 한계 따윈 없지 하면 go 자세 잡아 low 다른 차원 가는 시작 또 불러 난 I bet whi go Thats right got it got it got it Check now Whi go whi go Whi go whi go 휘파람 불 저 하늘 날 Whi go whi go Whi go whi go No pain no game 출발 선 위로 다이빙 Feel so right feel so right 경계 선 넘어선 순간 Feel so high feel so high 몸안 느껴진 extreme sign,댄스
Yo It s crazy like Ain t nobody wanna come with a New Thang But I just might Look Yo Okay What s that 시선 내 무빙 따라와 니 주윌 또 흐트려 Yeh 됐어 초반 무너진 Wall Here we go up 그 위로 Top of the Top 거길 노려 어서 시작 안 했지 TiK TiK BOOM 난 시간 없지 Go on and on 거칠게 좀 더 발 굴려 Dum dum di dum 시작 알려 지금 Don t let you down Ya Ha 들 전혀 예측 하지 해 It s new change you must come in 용감해 꺾을수록 빛나 더 윙 가르디 움 레비 오사 더해져 everyday 만족할 줄 몰라 난 누구 원하는 play 즐기면 더 올라가 Ay 의심 따윈 Ya 미친듯이 Come with me Ya We don t stop at the top 매 순간 start Trouble Trouble Rock it with me Yeh that s right I m a little butterfly 뭘 그리 놀라 ah 예상 할 수 없는 way U feel like ah 점점 차오 숨 계속 날 깨워 멈출 수 없어 Because my name is Trouble Yeah told you before I mean what you expect 들 걱정 해 ma business This is but 사실 not silly Seal it I ll never break down Black out 된다고 해도 난 해내 곧잘 우린 그냥 멋대로 해도 All the way a way a way up 그래 까 보기 전 판단 Never ever ever What you want me to say Yeah on my way 너 느낌 온다면 Come my way Closer 계획 같은 건 없어 Juss dash 더 해도 everyday 만족할 줄 몰라 난 지칠 줄 모르는 pace 어가 race Ay 시간 낭비 Ya 미친듯이 Come with me Ya We don t stop at the top 네 심장 shot Trouble Trouble Rock it with me Yeh that s right I m a little butterfly 뭘 그리 놀라 ah 예상 할 수 없는 way U feel like ah 점점 차오 숨 계속 날 깨워 멈출 수 없어 Because my name is Trouble Slay it Shake it 거침 Play it I m on ride Slay it Shake it 거침 Play it I m on ride 나를 따라와 I ll be the one 나를 믿어 이 리듬 너 던져 우린 마치 하나 움직여 움직여 We ll be the one 나 믿어 저 미래 몸 던져 우린 마치 불꽃 I m a little butterfly 뭘 그리 놀라 ah 예상 할 수 없는 way U feel like ah 내 있는 어디 빨려 들어가 점점 속도 더 높여 Make it Trouble,댄스
Do you remember 처음 그 순간 Real Star Do you remember 점점 더 빠르게 be my part 넌 좀 색다르게 다르게 다르게 들어왔지 내 안 heart Do you remember member 나 chamber chamber 그 누구 누구 잡지 할 빠르고 빠르고 빠른 내 마음 숨어도 숨어도 숨어도 넌 어딨는지 아는 것 아무 아무 찾지 할 틈 안 틈 안 틈 안 날 You are you are you are 넌 나를 find find Catch me baby babe 너 열 수 있는 bad case Catch me baby babe 순식간 그 checkmate Catch me baby babe 너 알 수 있는 lady pace Catch me baby babe 상상 대로 let s game Do you remember 순식간 supa nova Do you remember 조금 서투르게 that s my type 넌 정말 하늘 하늘 하늘 별처럼 눈부셔 shine Do you remember member 나 chamber chamber 그 누구 누구 잡지 할 빠르고 빠르고 빠른 내 마음 숨어도 숨어도 숨어도 넌 어딨는지 아는 것 아무 아무 찾지 할 틈 안 틈 안 틈안 날 You are you are you are 넌 나를 find find Catch me baby babe 너 열 수 있는 bad case Catch me baby babe 순식간 그 checkmate Catch me baby babe 너 알 수 있는 lady pace Catch me baby babe 상상 대로 let s game,댄스
We stand as one unired and real love In this bond of love Two souls comfort as we go our love we go When the wind blows hard I ll be there lean on me when it s hard day I ll wait the phone on any time call me call me any time We are the one we are the one you and I under the same sky We are the one we are the one our love forever we dare you are my deep shadow my dream Let s go hand in hand even if the storm devours us it is ok i have When the wind blows hard I ll be there lean on me when it s hard day I ll leave the phone on any time call me call me any time We are the one we are the one you and I under the same sky We are the one we are the one our love forever we dare to my love you my love you my love We are the one we are the one our love forever we dare In the darkness we will shine You and I You and I forever Breathing same air same dream as one we stand as a team you and i forever intertwined our love is forever We are the one we are the one our love forever we dare to my love you my love you my love We are the one we are the one our love forever we dare you my love uh You and I You and I forever woo You and I We are the one,댄스
눈 앞 dizzy 너 보면 고장 나죠 맘 안되는걸 Can t help it no 자꾸만 나 네 생각 새 하루 지금 이 궤도 벗어날래 네 나 fallin down down now Yeah yeah 점점 더 빠르게 더 your gravity 속도 올라가고 날 끌어당겨 계속 해서 네 부딪혀 네 세계 나를 던져 I know it sounds cra crazy oh oh Temperature keep ri rising oh oh oh Dont wanna stop my heart is aimed and locked to you baby 넌 무언가 달라 cause you make my eyes pop So put your hands on me 이런 날 잡아줘 now 무언가 달라 don t let this feeling go So put your hands on me 나와 같다 말 해줘 Love tap tap 지금 이 맘 네 im gon tap tap 부딪혀 버리면 Love tap tap 넌 무슨 표정 일지 I ll see 내게만 보여줘 Love tap tap 바로 지금 까 im gon tap tap 타이밍 이라던데 Love tap tap 내 붉어진 뺨 you ll see 게 보여줄래 눈 앞 dizzy 고장 듯이 얼어 버렸지 이런 나를 너 알까 어떤 말 부터 시작 해야 할까 난 네 빠진 것 같아 내 발걸음 날 네 떠밀잖아 이런 말 널 놀라게 해도 I know you will fall in to me too 다른건 안보 no 이 중력 서로 꼭 끌어 당기고 있는걸 Tell me where you at Now I m on my way 다른 곳 바라보던 너 내 시선 getting closer I feel so lucky that I love you Say it now that that you love me Love tap tap 지금 이 맘 네 im gon tap tap 부딪혀 버리면 Love tap tap 넌 무슨 표정 일지 I ll see 내게만 보여줘 Love tap tap 바로 지금 까 im gon tap tap 타이밍 이라던데 Love tap tap 내 붉어진 뺨 you ll see 게 보여줄래 넓은 우주 홀로 다니던 널 발견 만거야 바라 보다 어느샌가 fall in to you 넌 날 계속 끌어당겨 Love tap tap 지금 이 맘 네 im gon tap tap 부딪혀 버리면 Love tap tap 넌 무슨 표정 일지 I ll see 내게만 보여줘 Love tap tap 바로 지금 까 im gon tap tap 타이밍 이라던데 Love tap tap 내 붉어진 뺨 you ll see 게 보여줄래,댄스
빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 난 이제 알 버렸어 요즘 들어 이상했던 너 행동 소문 내 주위 돌고 돌고 돌다 오늘 그 소문 확인 해 버렸어 오늘 저녁 너 나와 헤어지며 식구 저녁 외식 있다고 새 너 나를 피해 딴 사람 만나 춤 추며 노 모습 난 봤던 난 참 기 막혔어 할 말 잃어 버린 채 난 참 어이 없어 그냥 널 바라보다가 난 참 화가 났지만 널 그냥 외면 채 난 뒤 돌아서면서 널 그냥 잊기로 했어 난 너 보고 있었어 너 내 사준 옷 입고 있었지 신발 사주면 떠난다는 그 얘 긴 미신 생각 선물 했었는데 넌 내 사준 구두 신고 다른 사람 품 안겨 blues 맞춰 내 보고 있다는 걸 의식 못 채 너 나를 기만 채 춤 추었었지 난 분했어 너 거짓말 순진한 척 하며 넌 날 속여 왔던거야 난 그런 널 젠 포기 할꺼야 진실 없는 사랑 난 치 않으니까 난 화가 났지만 참기로 했어 어쩌면 내게 더 된 일인것 같아 난 그런 네 감사하고 있어 거짓 된 사랑 넌 가르쳐 줬으니 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 난 참 기 막혔어 할말도 잃어버린 채 난 참 어이 없어 그냥 널 바라보다가 난 참 화가 났지만 널 그냥 외면 채 난 뒤 돌아 서면 널 그냥 잊기로 했어 점점 멀어지는 음악 소리 난 너 모습 미움 남겨 둔 채 응어리 진 내 마음 나 혼자 달래며 술잔 난 기댄 채 나를 맡겨 두고 아무 모르게 술잔 나 너 이름 썼다가 X 표 하고 난 안녕 흔한 말 너 난 남겨 두기 싫었던 난 분했어 너 거짓말 순진한 척 하며 넌 날 속여 왔던거야 난 그런 널 젠 포기 할꺼야 진실 없는 사랑 난 치 않으니까 난 화가 났지만 참기로 했어 어쩌면 내게 더 된 일인것 같아 난 그런 네 감사하고 있어 거짓 된 사랑 넌 가르쳐 줬으니 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 빰빰띠라 따리 띠 리라 빰 빠띠 라라,댄스
그때 넌 눈부셨고 찬란히 빛났어 떠났 대도 널 놓을 수 없는걸 다시 돌아올거야 나 돌아볼 때 여전히 거기 없는 너 봤지 난 All days 지나간 시간 데자뷰 선 너 외로울텐데 보낸 모든 순간 잊는다 아파하지마 찾아와주길 더 떠나가지마 꺼내지마 더 아플거야 나 너 전 하고픈 말 많아서 꺼내지마 견딜 수 없을것 같아 한번 더 rewind Say your name 절대로 또 Turn 하지 않아 like a burning moth 세상 끝 사랑 해 말 해줘 내 불타 버릴 지라 괜찮아 난 Say your name 절대로 또 Turn 하지 않아 like burning moth 어렸던 처음 마주 선 지금 내 불타 버릴 지라 널 지울수는 없어 서툼 상처 짙어졌고 헤메 너 찾아 수많은 부정 선택 나를 지워야해 to fine hitted the route ya I always 널 그리워하며 함께한 날 추억 곤 해 아침 해 뜨면 지워져 너 흔적 우리 추억 묻어 두었던 그 말 한번 다시 꺼낼게 쉽진 않겠지만 꺼내지마 더 아플거야 나 너 전 하고픈 말 많아서 꺼내지마 견딜수 없을것 같아 한번 더 난 Say your name 절대로 또 Turn 하지 않아 like a burning moth 세상 끝 사랑 해 말 해줘 내 불타 버릴 지라 괜찮아 난 Say your name 절대로 또 Turn 하지 않아 like burning moth 어렸던 처음 마주 선 지금 내 불타 버릴 지라 널 지울 수 없어 떠나지마 여기 왔잖아 멀어지지마 널 위 해서라면 더 화려하게 타오를게 Say your name 절대로 또 Turn 하지 않아 like a burning moth 세상 끝 사랑 해 말 해줘 내 불타 버릴 지라 괜찮아 난 Say your name 절대로 또 Turn 하지 않아 like burning moth 어렸던 처음 마주 선 지금 내 불타 버릴 지라 널 잊을 수 없어,댄스
푸딩 입 먹으면 기분 좋아 너 나 말 말 무슨 맛 일까 웃는 네 이모티콘 기분 좋아 너 나 맘 일까 화면 넘어 전해지는 마음 소중히 간직 해 너 접속 난나 하진 해도 노력 해 볼 잇 쿠 이건 실수 였잖아 한번 더 난나 좀 어렵긴 해도 즐거우니까 잇 쿠 이건 몰랐었잖아 때론 서로 길 잃어도 난 반드시 만남 믿어 어디 일까 저 화면 넘어 전해지는 마음 소중히 간직 해 너 접속 난나 하진 해도 노력 해 볼 잇 쿠 이건 실수 였잖아 한번 더 난나 좀 어렵긴 해도 즐거우니까 잇 쿠 이건 몰랐었잖아 너 나 꽁냥꽁 지금 이 순간 좋아 너 접속 난나 하진 해도 노력 해 볼 잇 쿠 이건 실수 였잖아 한번 더 난나 좀 어렵긴 해도 즐거우니까 난나 멈추기 싫은걸,댄스
일 분 일 초 알 수 있는 분위기 다름 솜털 끝 바짝 서는 내 예민한 감은 So good 계산 빠른 정답 알려주곤 해 느껴져 때론 나도 피곤한 듯 해 mm 차이 그 사이 미묘함을 아는 건 더 뚜렷한 내 기준 갖게 해 Oh yeah 달콤한 Chocolate 속 쌉싸름함까지 Oh yeah 놓치지 않게 Yes I feel it right So Sensitively takin 내 취향 저격 Taste 우리 선택 틀림 없어 Perfect Sensitively takin 맞는 길 골라 Chase 선명해진 My way 날 이끌어 줄 So tell me Ah ah Left right left right Sensitive Ah ah That s right that s right Oh 잠깐 잠깐 Awesome 또 느낌 와 느낌 와 Feel strong 잔뜩 퍼져 In the air 날 휘감아 와 한 맘 I can t deny 예감 좋아 놓치지 마 Oh 난 확신 해 온몸 Sign 찰나 번 져오는 짜릿한 Fire 강한 이 전율 Huh Alright 이 순간 난 운명 길 위임 직감 해 Alright 헤매지 않게 Yes I feel it right So Sensitively takin 내 취향 저격 Taste 우리 선택 틀림 없어 Perfect Sensitively takin 맞는 길 골라 Chase 선명해진 My way 날 이끌어 줄 So tell me why 내 머릿속 헤집어 봐도 답 알 수 없어 다시 Let s go back Why 내 모든 질문 해답 이 확실한 감각 믿고 가는 것 Ah Oh shake your body like dumdi dumdi dum Hey hey hey Uhm Shake your body like dumdi dum 밤 하늘 위 Moonlight 환히 날 이끈 Orbit 처럼 내 감 난 따라가 Let s fly high ah I m feeling it strong So Sensitively takin 내 취향 저격 Taste 우리 선택 틀림 없어 Perfect Sensitively takin 맞는 길 골라 Chase 선명해진 My way 날 이끌어 줄 So tell me Ah ah Left right left right Sensitive Ah ah That s right that s right So tell me Ah ah Left right left right Sensitive Ah ah That s right that s right,댄스
Yeah Something that I can t deny Baby I knew it in one kiss My body is tellin me something Feelings that I can t explain Turning you into a habit Closin my eyes for the magic On air could I be floatin With all these wild emotions Still holding onto every heartbeat That s what you do I m losing all my senses You re taking me to places And you know all that I can say is Killin me killin me good Feelin things I never knew that I could Barely breathing cuz you got me so shook I think of you more than I should I die when you gimme that look You re killin me killin me good You re makin me feel something new You re makin me feel so brand new I know you know you know me too well Oh you keep on making me say oh my oh my Don t stop ain t scared to say it no lie It feels just like the first time Take me so high Oh yes I m in your hands now Ain t no one better hands down Baby it s all yours for the takin That s what I ll do I ll let you lose your senses And make you go to places Then I know all that you can say is you re Killin me killin me good Feelin things I never knew that I could Barely breathing cuz you got me so shook I think of you more than I should I die when you gimme that look You re killin me killin me good You re makin me feel something new You re makin me feel so brand new Oh oh I ll show you everything Give you all my honesty So sweet it hits so dangerously Oh oh Now I m always gonna want more You re the only thing I came for I just can t help but to say Killin me killin me good Feelin things I never knew that I could Barely breathing cuz you got me so shook I think of you more than I should I die when you gimme that look You re killin me killin me good You re makin me feel something new You re makin me feel so brand new You re makin me feel something new You re makin me feel so brand new You re killin me killin me good,댄스
I can see you coming back for more Coming back for more If you walk out that door When I m with you it all feels different When I m with you it all makes sense And I know you don t feel no different There s a magic to how we livin There s a magic to what this is It s like a dream and we both day trippin All I know is if you walk away There ll be something There ll be things you can t replace All I know is if you walk away There ll be something Baby that s okay cause I can see you coming back for more Coming back for more If you walk out that door I can see you coming back for more Coming back for more If you walk out that door I don t want to feel nobody if it isn t you baby Contigo me pongo naughty Been thinking about you lately Ita ita loco como mueve el culo Anitta De todas yo soy la favorita T est s pa mi y yo pa ti todita Pam pam pam pam pam pam pam pam I know what you like Sing it like Pam pam pam pam pam pam pam pam Esto va a empezar All I know is if you walk away There ll be something Baby that s okay cause I can see you coming back for more Coming back for more If you walk out that door I can see you coming back for more Coming back for more If you walk out that door I can see you coming back for more Coming back for more If you walk out that,댄스
날 보여줄게 좀 더 More about me 나 아는 secret 네 보여줄게 내 안 깊은 곳 숨겨 둔 꿈 너 보여줄게 수평선 너머 영원한 노을 뒤 지지 않는 태양 밝게 빛나는 별 꿈 넘어 원하는 모든 것 여긴 다른 상일 걸 주문 외워 봐 Say you love me 빠르게 뛰는 심장소리 마치 thunder Oh baby more 폭풍우 뚫고 만난 여긴 바로 Eden My baby 바로 지금 가자 with you 바로 지금 떠나 with you 구름 위 나 기분 네 내게 오는 그 순간 내 너 보는 그 순간 펼쳐진 Paradise 네 내게 오는 그 순간 내 너 보는 그 순간 피어 flower Oh 바로 지금 여기 with you Keep it movin 더 멀리 go We Runaway 현실 뒤로 잠시 Free roll poppin bottle champagne 축배 들어 All day 지금 잡은 손 놓치지말고 소문난 잔치 모여 da day 더 멀리 떠나 꿈꿔 온 곳 지지 않는 태양 밝게 빛나는 별 꿈 넘어 원하는 모든 것 여긴 다른 상일 걸 주문 외워 봐 Say you love me 빠르게 뛰는 심장소리 마치 thunder Oh baby more 폭풍우 뚫고 만난 여긴 바로 Eden My baby Say you love me 지금 바로 떠나자 with you 바로 지금 가자 with you 바로 지금 떠나 with you 구름 위 나 기분 네 내게 오는 그 순간 내 너 보는 그 순간 펼쳐진 Paradise 네 내게 오는 그 순간 내 너 보는 그 순간 피어 flower Oh 바로 지금 여기 with you 누구 어떤 계절 내 품안의 널 뺏어 갈수 없어 Keep it movin 더 멀리 go 난 오직 너 하나 빠르게 뛰는 심장소리 마치 thunder Oh baby more 폭풍우 뚫고 만난 여긴 바로 Eden Oh baby love me Say you love me oh baby love me 손 잡아줘 지금 여기 oh no 바로 지금 가자 with you 바로 지금 떠나 with you 네 내게 오는 그 순간 woo 네 내게 오는 그 순간 내 너 보는 그 순간 펼쳐진 Paradise 네 내게 오는 그 순간 Oh 여긴 Eden 내 너 보는 그 순간 피어 flower Oh 바로 지금 여기 with you,댄스
All dressed up but I m 찢어진 Jeans And spice up 제법 톡 쏘는 Feel 본 적 없는 Freaks 모두 놀래 킬 Mix Yeah 어디 튈지 몰라 궁금하지 툭 거침 나온 말투 기분 안 숨기는 얼굴 Stop 난 나야 알잖아 If you don t Come in and check me out 이제 완벽히 Verify 자유 론 여긴 새로운 Page 나 컬러 Paint 더 해 Yeah Yeah Hey Feelin cheeky cheeky Nothing you can do about it Little freaky deaky 장난스런 웃음 특별한 My type 좋아 I m so cheeky cheeky 뭐라 하든 상관없지 Little freaky deaky 신경 안 써 그런 소리 유별난 Style like 나와 물들여 I m feelin kind of Cheeky Cheeky Cheeky Cheeky Cheeky Cheeky Woo Let s go Cheeky Cheeky Freaky Deaky Cheeky Cheeky Woo 느껴 봐 새로운 날 Ready to open the door 이제 시작 해 Explore 이 길 끝 마주 할 Stage Hey Hey Hey Whoa What s the matter 조금 다른 것 Don t stop me 보여줄게 내 Groove It s my vibe 느껴 봐 If you not 빛나는 나를 찾아봐 it s so fly Yeah Yeah 투명한 여긴 새로운 Space 나 노래 Play 더 해 Yeah Yeah Hey Feelin cheeky cheeky Nothing you can do about it Little freaky deaky 장난스런 웃음 특별한 My type 좋아 I m so cheeky cheeky 뭐라 하든 상관없지 Little freaky deaky 신경 안 써 그런 소리 유별난 Style like 나와 물들여 I m feelin kind of Hey 망설이지 말 Don t wait Wait 틀린 답 없어 No way 마음 가는 대로 Fly away I m feelin kind of Yeah Feelin cheeky cheeky Nothing you can do about it Little freaky deaky 자유로운 몸짓 새로운 하나 만드는 Highlight Woo Woo Yeah I m so cheeky cheeky 모여 지금 여기 지금 여기 Little freaky deaky 빠져들어 너 맞지 너 맞지 한 발짝 가까이 발짝 가까이 네 마음 물들 일 Time I m feelin kind of Cheeky Cheeky Cheeky Cheeky Cheeky Cheeky Woo Let s go Cheeky Cheeky Freaky Deaky Cheeky Cheeky Woo Cheeky Cheeky Cheeky Cheeky Cheeky Cheeky Woo Cheeky Cheeky Freaky Deaky Cheeky Cheeky Woo,댄스
자 내게 빠져 누가 날 감히 거부 이제 네 차례 홀릴 준비 눈 겪게 될 Emotion 나 Pink light 이라 말 해 Babe 지금 날 보는 너 그래 너 그런 눈빛 치명 Bad boy 이 끝 감당 할 수 있나 I wanna get to know you better 고장 나면 끝나 고칠 수가 없을 날 가지려다가 Mission fail 얼핏 보면 나쁜 너 순진한 게 가득 차 내게 빠져 헤매게 될 걸 Lovesick 거 내 Trouble maker 가끔 착한 척 하면은 우린 통해 Skrrrrr La la la la la la la Oh 나 피리 부는 소녀 Universe in me 날 가질 수 있는 유일한 한 가지 곧 알 될 그땐 너 심장 터질 듯 I m melting I m melting Like an ice cream flirting no way Hold on to your heart babe 누구 구 할 수 없어 내 안 갇힐 너 This love is out of control Na na na na na whoo Follow me follow follow me Na na na na na whoo 달아올라 붉어지는 Show me your color of love 좀 더 얕게 스민 그 입술 You yeah 조금 수줍은 좀 더 타오르게 그냥 둬도 될까 이런 내 감정 믿어 봐도 될까 마음 Up down 설레는 이 느낌 전부 눈 담고 싶어 날 가질 수 있는 유일한 한 사람 곧 알 될 그땐 너 심장 터질 듯 I m melting I m melting Like an ice cream flirting no way Hold on to your heart babe 누구 구 할 수 없어 내 안 갇힐 너 This love is out of control 심장 터질 듯 I m melting I m melting Like an ice cream flirting no way Hold on to your heart babe 누구 구 할 수 없어 영원히 갇힐 너 This love is,댄스
락 Psycho Psycho Psycho 장현 난 감당 할 Psycho 불 태워 Burn it up Burn it up 환록 날 담지 할 Rules 깨부숴 Break it up Break it up 락 남 시선 따윈 뭐 중요해 내 하고 싶은 대로 해 So easy 장현 여기 저기 시선 집중 제멋대로 날뛰어 넌 Run away 환록 Rum pum pum pum 온몸 울리게 터질 듯 이 열기 들이마셔 준엽 P rum pum pum pum 더 뜨겁게 타올라 네 감정 솔직해져 봐 락 한계 넘어 볼륨 Max Peak peak peak 장현 총구 겨눠 방아쇠 당겨 Bang bang bang 환록 난 맞서 싸워 약한 너완 다르거든 밟고 일어서 더 크게 외쳐 all What 준엽 환록 Yeah I m a Psycho Psycho Psycho So what all Just do it do it do it do it I like it like it like it like it Just do it do it do it do it 환록 장현 Yeah I m a Psycho 난 누가 뭐라 하든 So what 락 이 Scene 은 lazy 직진 매일 너희 Mayday 도 생각 더 Get up 뛰어 몇 배 Keep going 내 개척 대로 Uh Fearless and 빛 나잖아 Here is I m Psycho 알 절대 나 식상한건 못 참아 장현 쉼 달려왔어 내 패기 봐 판 단판 반박 빠르게 올라 가파른데 Wait 우린 달라 남다르게 내 뛰는 Heart 우린 누구 강해 마치 헐크 준비 됐음 이제 막 올려 내 타켓은 너 Graaaaaa 준엽 Rum pum pum pum 온몸 울리게 터질 듯 이 열기 들이마셔 환록 P rum pum pum pum 더 뜨겁게 타올라 네 감정 솔직해져 봐 장현 싹 밀어 붙여 뛰어들어 이 판 뒤집어 새롭게 써 내려갈 My career 환록 시시한 장난 따위 집어 치워 난 더 자극 걸 원해 all What 준엽 환록 Yeah I m a Psycho Psycho Psycho So what all Just do it do it do it do it I like it like it like it like it Just do it do it do it do it 환록 장현 Yeah I m a Psycho 난 누가 뭐라 하든 So What 락 I m a Psycho yeah I m a Psycho Psycho all I m a Psycho I m a Psycho 그게 뭐 어때 상관 네 뭐라도 돼 all I m a Psycho I m a Psycho 그게 뭐 어때 뭐 말 많은데 all Just do it do it do it do it I like it like it like it like it Just do it do it do it do it 환록 장현 Yeah I m a Psycho 락 난 누가 뭐라하든 So What,댄스
내 힘 들 땐 나 곁 해주던 내 슬퍼하고 있어도 나를 항상 감싸주던 너 이제 헷갈리는 나 바라는 건 오직 한 가지 해줄래 늘 사랑 한다고 Everyday Can t stop can t stop thinking of you 우리 행복할 그 날 너 내 정해진 듯 그런 날 올 내 맘 더 커져가겠지만 서로 확인 그 말 내 맘 너 같다고 너 고백 해도 될까 아니면 친구 좋을까 말 할 수 없던 나 고민 깊어지는 밤 속 있는지 몰라도 너 빠져 있는지도 뭐 진짜 나 중요하진 않아 Everyday Can t stop can t stop thinking of you 우리 행복할 그 날 너 내 정해진 듯 그런 날 올 내 맘 더 커져가겠지만 서로 확인 그 말 내 맘 너 같다고 Can t stop loving you missing you I wanna be with you Let s start hugging you kissing you I know that it is true 우리 걷던 날 젠 웃으며 말 할 수 있어 Everyday Can t stop can t stop thinking of you Do you think of me too Yeah my boy 내 상처 사라진 듯 찾아볼 수가 없어 우리 바로 이제 시작 그 누구 멈출 순 없는 걸 너 난 다가가겠어 Woo woo woo babe 내 상처 사라진듯 볼 수가 없어 우리 바로 이제 시작 너 난 다가가겠어,댄스
My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 주변 돌아보세요 따뜻한 마음 K 이웃 사랑 나라 사랑 실천 해 나가요 My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 사랑 나눔 연합 하모니 세계 섬기는 코리아 My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 My K My K My K My K My K My K My K My K Hey My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 My K 해 빨간 조끼 물결 넘쳐 My K 우리 모두 걸어가요 걸어가요 오 걸으면 길이 열려요,댄스
